Description,File,Variable,Year
"Physical, mental, emotional limitations",PFQ_D.htm,PFQ059,2005-2006
"Physical,mental,emotional limitations",PFQ_D.htm,PFQ010,2005-2006
Preparing meals difficulty,PFQ_D.htm,PFQ061G,2005-2006
Push or pull large objects difficulty,PFQ_D.htm,PFQ061T,2005-2006
Reaching up over head difficulty,PFQ_D.htm,PFQ061O,2005-2006
Receive Special Ed or Early Intervention,PFQ_D.htm,PFQ041,2005-2006
Require special healthcare equipment,PFQ_D.htm,PFQ090,2005-2006
Respondent sequence number,PFQ_D.htm,SEQN,2005-2006
"Senility condition, days",PFQ_D.htm,PFD069N,2005-2006
Sitting for long periods difficulty,PFQ_D.htm,PFQ061N,2005-2006
Standing for long periods difficulty,PFQ_D.htm,PFQ061M,2005-2006
Standingup from armless chair difficulty,PFQ_D.htm,PFQ061I,2005-2006
"Stooping, crouching, kneeling difficulty",PFQ_D.htm,PFQ061D,2005-2006
"Stroke problems, days",PFQ_D.htm,PFD069O,2005-2006
"Using fork, knife, drinking from cup",PFQ_D.htm,PFQ061K,2005-2006
"Vision problems, days",PFQ_D.htm,PFD069P,2005-2006
Walking between rooms on same floor,PFQ_D.htm,PFQ061H,2005-2006
Walking for a quarter mile difficulty,PFQ_D.htm,PFQ061B,2005-2006
Walking up ten steps difficulty,PFQ_D.htm,PFQ061C,2005-2006
"Weight problems, days",PFQ_D.htm,PFD069Q,2005-2006
# wheezing/whistling attacks past year,RDQ_C.htm,RDQ080,2003-2004
# years bringing up phlegm problem,RDQ_C.htm,RDD060,2003-2004
# years had cough problem,RDQ_C.htm,RDD040,2003-2004
Bring up phlegm most days - 3 mo period,RDQ_C.htm,RDQ050,2003-2004
CHECK ITEM,RDQ_C.htm,RDQ005A,2003-2004
CHECK ITEM,RDQ_C.htm,RDQ136,2003-2004
Chest sound wheezy during exercise,RDQ_C.htm,RDQ100,2003-2004
Coughing most days - over 3 mo period,RDQ_C.htm,RDQ031,2003-2004
Doctor prescribe wheezing medication,RDQ_C.htm,RDQ134,2003-2004
Got medical attentn for wheezing attack,RDQ_C.htm,RDD120,2003-2004
Had dry cough at night in past year,RDQ_C.htm,RDQ140,2003-2004
Limit usual activities due to wheezing,RDQ_C.htm,RDQ135,2003-2004
Miss work or school due to wheezing,RDQ_C.htm,RDQ137,2003-2004
Respondent sequence number,RDQ_C.htm,SEQN,2003-2004
Wheezing disturb sleep in past year,RDQ_C.htm,RDQ090,2003-2004
Wheezing or whistling in chest - past yr,RDQ_C.htm,RDQ070,2003-2004
# wheezing/whistling attacks past year,RDQ_D.htm,RDQ080,2005-2006
# years bringing up phlegm problem,RDQ_D.htm,RDD060,2005-2006
# years had cough problem,RDQ_D.htm,RDD040,2005-2006
Bring up phlegm most days - 3 mo period,RDQ_D.htm,RDQ050,2005-2006
CHECK ITEM,RDQ_D.htm,RDQ005A,2005-2006
CHECK ITEM,RDQ_D.htm,RDQ136,2005-2006
Chest sound wheezy during exercise,RDQ_D.htm,RDQ100,2005-2006
Coughing most days - over 3 mo period,RDQ_D.htm,RDQ031,2005-2006
Doctor prescribe wheezing medication,RDQ_D.htm,RDQ134,2005-2006
Got medical attentn for wheezing attack,RDQ_D.htm,RDD120,2005-2006
Had dry cough at night in past year,RDQ_D.htm,RDQ140,2005-2006
Limit usual activities due to wheezing,RDQ_D.htm,RDQ135,2005-2006
Miss work or school due to wheezing,RDQ_D.htm,RDQ137,2005-2006
Respondent sequence number,RDQ_D.htm,SEQN,2005-2006
Wheezing disturb sleep in past year,RDQ_D.htm,RDQ090,2005-2006
Wheezing or whistling in chest - past yr,RDQ_D.htm,RDQ070,2005-2006
Generic drug code,RXQ_RX_C.htm,RXDDRGID,2003-2004
Generic drug name,RXQ_RX_C.htm,RXDDRUG,2003-2004
Medicine container seen by interviewer,RXQ_RX_C.htm,RXQSEEN,2003-2004
Number of days taken medicine,RXQ_RX_C.htm,RXDDAYS,2003-2004
Number of prescription medicines taken,RXQ_RX_C.htm,RXDCOUNT,2003-2004
Respondent sequence number,RXQ_RX_C.htm,SEQN,2003-2004
"Taken prescription medicine, past month",RXQ_RX_C.htm,RXDUSE,2003-2004
Generic drug code,RXQ_RX_D.htm,RXDDRGID,2005-2006
Generic drug name,RXQ_RX_D.htm,RXDDRUG,2005-2006
Medicine container seen by interviewer,RXQ_RX_D.htm,RXQSEEN,2005-2006
Number of days taken medicine,RXQ_RX_D.htm,RXDDAYS,2005-2006
Number of prescription medicines taken,RXQ_RX_D.htm,RXDCOUNT,2005-2006
Respondent sequence number,RXQ_RX_D.htm,SEQN,2005-2006
"Taken prescription medicine, past month",RXQ_RX_D.htm,RXDUSE,2005-2006
# of pills/doses taken/day,RXQANA_C.htm,RXD331Q,2003-2004
# years taking product every day,RXQANA_C.htm,RXD320,2003-2004
Container seen by interviewer,RXQANA_C.htm,RXQ355,2003-2004
Currently taking product every day,RXQANA_C.htm,RXD330,2003-2004
Drugs/over counter taken regularly,RXQANA_C.htm,RXD300,2003-2004
Product taken,RXQANA_C.htm,RXD310,2003-2004
Quantity of strength,RXQANA_C.htm,RXQ360Q,2003-2004
Respondent sequence number,RXQANA_C.htm,SEQN,2003-2004
Strength of product,RXQANA_C.htm,RXQ360G,2003-2004
Unit of measure (pills/doses),RXQANA_C.htm,RXD331U,2003-2004
Unit of strength on bottle,RXQANA_C.htm,RXQ360U,2003-2004
Difficulty at work because tired?,SLQ_D.htm,SLQ230,2005-2006
Difficulty concentrating when tired?,SLQ_D.htm,SLQ170,2005-2006
Difficulty eating when tired?,SLQ_D.htm,SLQ190,2005-2006
Difficulty getting things done?,SLQ_D.htm,SLQ210,2005-2006
Difficulty on phone when tired?,SLQ_D.htm,SLQ240,2005-2006
Difficulty remembering when tired?,SLQ_D.htm,SLQ180,2005-2006
Difficulty with a hobby when tired?,SLQ_D.htm,SLQ200,2005-2006
Difficulty with finance when tired?,SLQ_D.htm,SLQ220,2005-2006
Ever told by doctor have sleep disorder?,SLQ_D.htm,SLQ060,2005-2006
Ever told doctor had trouble sleeping?,SLQ_D.htm,SLQ050,2005-2006
How long to fall asleep (minutes)?,SLQ_D.htm,SLD020M,2005-2006
How much sleep do you get (hours)?,SLQ_D.htm,SLD010H,2005-2006
How often did you not get enough sleep?,SLQ_D.htm,SLQ130,2005-2006
How often do you snore?,SLQ_D.htm,SLQ030,2005-2006
How often do you snort / stop breathing?,SLQ_D.htm,SLQ040,2005-2006
How often feel overly sleepy during day?,SLQ_D.htm,SLQ120,2005-2006
How often feel unrested during the day?,SLQ_D.htm,SLQ110,2005-2006
How often have leg jerks while sleeping?,SLQ_D.htm,SLQ150,2005-2006
How often have legs cramp while sleeping,SLQ_D.htm,SLQ160,2005-2006
How often have trouble falling asleep?,SLQ_D.htm,SLQ080,2005-2006
How often take pills to help you sleep?,SLQ_D.htm,SLQ140,2005-2006
How often wake up during night?,SLQ_D.htm,SLQ090,2005-2006
How often wake up too early in morning?,SLQ_D.htm,SLQ100,2005-2006
Respondent sequence number,SLQ_D.htm,SEQN,2005-2006
Sleep disorder: Insomnia,SLQ_D.htm,SLQ070B,2005-2006
Sleep disorder: Other,SLQ_D.htm,SLQ070D,2005-2006
Sleep disorder: Restless Legs,SLQ_D.htm,SLQ070C,2005-2006
Sleep disorder: Sleep Apnea,SLQ_D.htm,SLQ070A,2005-2006
# chewing plugs/wads/chaws per day,SMQ_C.htm,SMD233,2003-2004
# cigarettes smoked per day now,SMQ_C.htm,SMD070,2003-2004
# cigarettes smoked per day when quit,SMQ_C.htm,SMD057,2003-2004
# cigars smokes per day,SMQ_C.htm,SMQ173,2003-2004
# days smoked cigs during past 30 days,SMQ_C.htm,SMD641,2003-2004
# pipefuls of tobacco smoked per day,SMQ_C.htm,SMQ143,2003-2004
# snuff pinches/dips/rubs per day,SMQ_C.htm,SMD203,2003-2004
# years smoked this amount of cigars,SMQ_C.htm,SMQ175,2003-2004
# years smoked this amount of pipes,SMQ_C.htm,SMQ145,2003-2004
# years used this amount of snuff,SMQ_C.htm,SMQ205,2003-2004
# years used this chewing tobacco amount,SMQ_C.htm,SMD235,2003-2004
Age last smoked cigarettes regularly,SMQ_C.htm,SMD055,2003-2004
Age started chewing tobacco regularly,SMQ_C.htm,SMD220,2003-2004
Age started cigar smoking regularly,SMQ_C.htm,SMD160,2003-2004
Age started pipe smoking regularly,SMQ_C.htm,SMD130,2003-2004
Age started smoking cigarettes regularly,SMQ_C.htm,SMD030,2003-2004
Age started using snuff regularly,SMQ_C.htm,SMD190,2003-2004
Avg # cigarettes/day during past 30 days,SMQ_C.htm,SMD650,2003-2004
CHECK ITEM,SMQ_C.htm,SMQ053,2003-2004
Cig 12-digit Universal Product Code-UPC,SMQ_C.htm,SMDUPCA,2003-2004
Cigarette Brand/sub-brand,SMQ_C.htm,SMD100BR,2003-2004
Do you now smoke a pipe,SMQ_C.htm,SMQ140,2003-2004
Do you now smoke cigarettes,SMQ_C.htm,SMQ040,2003-2004
Do you now smoke cigars,SMQ_C.htm,SMQ170,2003-2004
Do you now use chewing tobacco,SMQ_C.htm,SMQ230,2003-2004
Do you now use snuff,SMQ_C.htm,SMQ200,2003-2004
FTC Carbon Monoxide Content,SMQ_C.htm,SMD100CO,2003-2004
FTC Nicotine Content,SMQ_C.htm,SMD100NI,2003-2004
FTC Tar Content,SMQ_C.htm,SMD100TR,2003-2004
Filter type,SMQ_C.htm,SMD100FL,2003-2004
How long since quit smoking cigarettes,SMQ_C.htm,SMQ050Q,2003-2004
How many years smoked this amount,SMQ_C.htm,SMD075,2003-2004
How soon after waking do you smoke,SMQ_C.htm,SMQ077,2003-2004
Length,SMQ_C.htm,SMD100LN,2003-2004
May I please see the pack of cigarettes,SMQ_C.htm,SMD093,2003-2004
Menthol indicator,SMQ_C.htm,SMD100MN,2003-2004
Respondent sequence number,SMQ_C.htm,SEQN,2003-2004
Smoked a pipe at least 20 times in life,SMQ_C.htm,SMQ120,2003-2004
Smoked at least 100 cigarettes in life,SMQ_C.htm,SMQ020,2003-2004
Smoked cigars at least 20 times in life,SMQ_C.htm,SMQ150,2003-2004
Unit of measure (day/week/month/year),SMQ_C.htm,SMQ050U,2003-2004
Used chewing tobacco 20 times in life,SMQ_C.htm,SMQ210,2003-2004
Used snuff at least 20 times in life,SMQ_C.htm,SMQ180,2003-2004
# cigarettes smoked per day now,SMQ_D.htm,SMD070,2005-2006
# cigarettes smoked per day when quit,SMQ_D.htm,SMD057,2005-2006
# days smoked cigs during past 30 days,SMQ_D.htm,SMD641,2005-2006
Age first smoked whole cigarette,SMQ_D.htm,SMD630,2005-2006
Age last smoked cigarettes regularly,SMQ_D.htm,SMD055,2005-2006
Age started smoking cigarettes regularly,SMQ_D.htm,SMD030,2005-2006
Avg # cigarettes/day during past 30 days,SMQ_D.htm,SMD650,2005-2006
Brands of cigarettes smoked/past mo,SMQ_D.htm,SMQ660,2005-2006
Cig 12-digit Universal Product Code-UPC,SMQ_D.htm,SMDUPCA,2005-2006
Cigarette Brand/sub-brand,SMQ_D.htm,SMD100BR,2005-2006
Do you now smoke cigarettes,SMQ_D.htm,SMQ040,2005-2006
Ever tried cigarette smoking,SMQ_D.htm,SMQ620,2005-2006
FTC Carbon Monoxide Content,SMQ_D.htm,SMD100CO,2005-2006
FTC Nicotine Content,SMQ_D.htm,SMD100NI,2005-2006
FTC Tar Content,SMQ_D.htm,SMD100TR,2005-2006
Filter type,SMQ_D.htm,SMD100FL,2005-2006
How long since quit smoking cigarettes,SMQ_D.htm,SMQ050Q,2005-2006
How many years smoked this amount,SMQ_D.htm,SMD075,2005-2006
How soon after waking do you smoke,SMQ_D.htm,SMQ077,2005-2006
Length,SMQ_D.htm,SMD100LN,2005-2006
May I please see the pack of cigarettes,SMQ_D.htm,SMD093,2005-2006
Menthol indicator,SMQ_D.htm,SMD100MN,2005-2006
Menthol or non-menthol BensonHedges,SMQ_D.htm,SMQ664B,2005-2006
Menthol or non-menthol Camels,SMQ_D.htm,SMQ664C,2005-2006
Menthol or non-menthol Marlboro,SMQ_D.htm,SMQ664M,2005-2006
Menthol or non-menthol Winston,SMQ_D.htm,SMQ664W,2005-2006
Menthol or non-menthol other brand,SMQ_D.htm,SMQ664O,2005-2006
Questionnaire Mode Flag,SMQ_D.htm,SMAQUEX2,2005-2006
"Regular, light or ultralite BensonHedges",SMQ_D.htm,SMQ666B,2005-2006
"Regular, light or ultralite Camels",SMQ_D.htm,SMQ666C,2005-2006
"Regular, light or ultralite Kools",SMQ_D.htm,SMQ666K,2005-2006
"Regular, light or ultralite Marlboro",SMQ_D.htm,SMQ666M,2005-2006
"Regular, light or ultralite Salem",SMQ_D.htm,SMQ666S,2005-2006
"Regular, light or ultralite Winston",SMQ_D.htm,SMQ666W,2005-2006
"Regular, light or ultralite other brand",SMQ_D.htm,SMQ666O,2005-2006
Respondent sequence number,SMQ_D.htm,SEQN,2005-2006
Smoked at least 100 cigarettes in life,SMQ_D.htm,SMQ020,2005-2006
Tried to quit smoking,SMQ_D.htm,SMQ670,2005-2006
Unit of measure (day/week/month/year),SMQ_D.htm,SMQ050U,2005-2006
# cigarettes smoked per day,SMQRTU_D.htm,SMQ720,2005-2006
# cigars smoked per day - last 5 days,SMQRTU_D.htm,SMQ780,2005-2006
# days smoked cigarettes last 5 days,SMQRTU_D.htm,SMQ710,2005-2006
# days smoked cigars over last 5 days,SMQRTU_D.htm,SMQ770,2005-2006
# days smoked pipe over last 5 days,SMQRTU_D.htm,SMQ740,2005-2006
# days used nicotine stop smoking aids?,SMQRTU_D.htm,SMQ830,2005-2006
# days used snuff over last 5 days,SMQRTU_D.htm,SMQ817,2005-2006
# pipes smoked per day - last 5 days,SMQRTU_D.htm,SMQ750,2005-2006
#days used chewing tobacco -last 5 days,SMQRTU_D.htm,SMQ800,2005-2006
CHECK ITEM,SMQRTU_D.htm,SMQ700,2005-2006
Last time used nicotine stop smoking aid,SMQRTU_D.htm,SMQ840,2005-2006
Questionnaire Mode Flag,SMQRTU_D.htm,SMAQUEX,2005-2006
Respondent sequence number,SMQRTU_D.htm,SEQN,2005-2006
Used last 5 days - Chewing tobacco,SMQRTU_D.htm,SMQ690D,2005-2006
Used last 5 days - Cigarettes,SMQRTU_D.htm,SMQ690A,2005-2006
Used last 5 days - Cigars,SMQRTU_D.htm,SMQ690C,2005-2006
"Used last 5 days - Patch, gum, other",SMQRTU_D.htm,SMQ690F,2005-2006
Used last 5 days - Pipes,SMQRTU_D.htm,SMQ690B,2005-2006
Used last 5 days - Snuff,SMQRTU_D.htm,SMQ690E,2005-2006
Used tobacco/nicotine last 5 days?,SMQRTU_D.htm,SMQ680,2005-2006
When did resp. last use chewing tobacco?,SMQRTU_D.htm,SMQ815,2005-2006
When did resp. smoke last cigar?,SMQRTU_D.htm,SMQ785,2005-2006
When did resp. smoke last cigarette?,SMQRTU_D.htm,SMQ725,2005-2006
When did resp. smoke last pipe?,SMQRTU_D.htm,SMQ755,2005-2006
When last used snuff,SMQRTU_D.htm,SMQ819,2005-2006
2Yr fasting weights,SSFA_C.htm,WTSAF2YR,2003-2004
Arachidic acid (micromol/L),SSFA_C.htm,SSAR1_N,2003-2004
Arachidonic acid (micromol/L),SSFA_C.htm,SSARA_N,2003-2004
Docosahexaenoic acid (micromol/L),SSFA_C.htm,SSDHA_N,2003-2004
Docosanoic acid (micromol/L),SSFA_C.htm,SSDA1_N,2003-2004
Docosapentaenoic-3 acid (micromol/L),SSFA_C.htm,SSDP3_N,2003-2004
Docosapentaenoic-6 acid (micromol/L),SSFA_C.htm,SSDP6_N,2003-2004
Docosatetraenoic acid (micromol/L),SSFA_C.htm,SSDTA_N,2003-2004
Docosenoic acid (micromol/L),SSFA_C.htm,SSDE1_N,2003-2004
Eicosadienoic acid (micromol/L),SSFA_C.htm,SSED1_N,2003-2004
Eicosapentaenoic acid (micromol/L),SSFA_C.htm,SSEPA_N,2003-2004
Eicosenoic acid (micromol/L),SSFA_C.htm,SSEN1_N,2003-2004
Lignoceric acid (micromol/L),SSFA_C.htm,SSLG1_N,2003-2004
Linoleic acid (micromol/L),SSFA_C.htm,SSLNA_N,2003-2004
Myristic acid (micromol/L),SSFA_C.htm,SSMR1_N,2003-2004
Myristoleic acid (micromol/L),SSFA_C.htm,SSML1_N,2003-2004
Nervonic acid (micromol/L),SSFA_C.htm,SSNR1_N,2003-2004
Oleic acid (micromol/L),SSFA_C.htm,SSOL1_N,2003-2004
Palmitic acid (micromol/L),SSFA_C.htm,SSPM1_N,2003-2004
Palmitoleic acid (micromol/L),SSFA_C.htm,SSPL1_N,2003-2004
Respondent sequence number,SSFA_C.htm,SEQN,2003-2004
Stearic acid (micromol/L),SSFA_C.htm,SSST1_N,2003-2004
alpha-Linolenic acid (micromol/L),SSFA_C.htm,SSALN_N,2003-2004
cis-Vaccenic acid (micromol/L),SSFA_C.htm,SSVC1_N,2003-2004
gamma-Linolenic acid (micromol/L),SSFA_C.htm,SSGLA_N,2003-2004
homo-gamma-Linolenic acid (micromol/L),SSFA_C.htm,SSHGL_N,2003-2004
Cardiac biomarker 4 yr weights 1999-2002,SSTROP_A.htm,WTSSCB4Y,2003-2004
Cardiac biomarkers 2 year weights,SSTROP_A.htm,WTSSCB2Y,2003-2004
Cardiac hs-Troponin I (Abbott) comt,SSTROP_A.htm,SSTNIALC,2003-2004
"Cardiac hs-Troponin I (Abbott), ng/L",SSTROP_A.htm,SSTNIA,2003-2004
Cardiac hs-Troponin I (Ortho) comt,SSTROP_A.htm,SSTNIOLC,2003-2004
"Cardiac hs-Troponin I (Ortho), ng/L",SSTROP_A.htm,SSTNIO,2003-2004
Cardiac hs-Troponin I (Siemens) comt,SSTROP_A.htm,SSTNISLC,2003-2004
"Cardiac hs-Troponin I (Siemens), ng/L",SSTROP_A.htm,SSTNIS,2003-2004
Cardiac hs-Troponin T comment code,SSTROP_A.htm,SSTNTLC,2003-2004
"Cardiac hs-Troponin T, ng/L",SSTROP_A.htm,SSTNT,2003-2004
Pristine sample comment for SSTROP_A,SSTROP_A.htm,SSPRISTP,2003-2004
Respondent sequence number,SSTROP_A.htm,SEQN,2003-2004
Respondent sequence number,TCHOL_D.htm,SEQN,2005-2006
Total Cholesterol( mmol/L),TCHOL_D.htm,LBDTCSI,2005-2006
Total cholesterol (mg/dL),TCHOL_D.htm,LBXTC,2005-2006
Apolipoprotein (B) (g/L),TRIGLY_D.htm,LBDAPBSI,2005-2006
Apolipoprotein (B) (mg/dL),TRIGLY_D.htm,LBXAPB,2005-2006
Fasting Subsample 2 Year MEC Weight,TRIGLY_D.htm,WTSAF2YR,2005-2006
LDL-cholesterol (mg/dL),TRIGLY_D.htm,LBDLDL,2005-2006
LDL-cholesterol (mmol/L),TRIGLY_D.htm,LBDLDLSI,2005-2006
Respondent sequence number,TRIGLY_D.htm,SEQN,2005-2006
Triglyceride (mg/dL),TRIGLY_D.htm,LBXTR,2005-2006
Triglyceride (mmol/L),TRIGLY_D.htm,LBDTRSI,2005-2006
Blind in both eyes,VIQ_D.htm,VIQ017,2005-2006
Can see light,VIQ_D.htm,VIQ010,2005-2006
Difficulty drivng daytime-familiar place,VIQ_D.htm,VIQ056,2005-2006
Difficulty findng object on crowdedshelf,VIQ_D.htm,VIQ051E,2005-2006
Difficulty noticing objects to side,VIQ_D.htm,VIQ051D,2005-2006
Difficulty reading ordinary newsprint,VIQ_D.htm,VIQ051A,2005-2006
Difficulty seeing steps/curbs-dim light,VIQ_D.htm,VIQ051C,2005-2006
Difficulty with up close work or chores,VIQ_D.htm,VIQ051B,2005-2006
Ever had a cataract operation,VIQ_D.htm,VIQ071,2005-2006
Ever told had glaucoma,VIQ_D.htm,VIQ090,2005-2006
General condition of eyesight,VIQ_D.htm,VIQ031,2005-2006
Glaucoma in which eye,VIQ_D.htm,VIQ100,2005-2006
Macular degeneration in which eye,VIQ_D.htm,VIQ320,2005-2006
"Operation in right, left or both eyes",VIQ_D.htm,VIQ081,2005-2006
Respondent sequence number,VIQ_D.htm,SEQN,2005-2006
Time worrying about eyesight,VIQ_D.htm,VIQ041,2005-2006
Told had macular degeneration,VIQ_D.htm,VIQ310,2005-2006
Vision limits how long can do activities,VIQ_D.htm,VIQ061,2005-2006
Eye surgery for cataracts?,VIX_C.htm,VIQ200,2003-2004
Eye surgery for near sightedness?,VIX_C.htm,VIQ180,2003-2004
Glasses or contacts worn for near test?,VIX_C.htm,VIQ170,2003-2004
Glasses/contact lenses available?,VIX_C.htm,VIQ160,2003-2004
Glasses/contact lenses for near work?,VIX_C.htm,VIQ150,2003-2004
Glasses/contact lenses worn for distance,VIX_C.htm,VIQ220,2003-2004
Is SP wearing an eye patch?,VIX_C.htm,VIQ130,2003-2004
Is distance correction available?,VIX_C.htm,VIQ230,2003-2004
Left keratometry axis (deg),VIX_C.htm,VIXKLCG,2003-2004
Left keratometry axis flat curve (deg),VIX_C.htm,VIXKLG1,2003-2004
Left keratometry axis steep curve (deg),VIX_C.htm,VIXKLG2,2003-2004
Left keratometry cylinder,VIX_C.htm,VIXKLCD,2003-2004
Left keratometry power flat curve (D),VIX_C.htm,VIXKLD1,2003-2004
Left keratometry power steep curve (D),VIX_C.htm,VIXKLD2,2003-2004
"Left keratometry power, average (D)",VIX_C.htm,VIXKLDM,2003-2004
Left keratometry radius flat curve (mm),VIX_C.htm,VIXKLM1,2003-2004
Left keratometry radius steep curve (mm),VIX_C.htm,VIXKLM2,2003-2004
"Left keratometry radius, average (mm)",VIX_C.htm,VIXKLMM,2003-2004
"Left visual acuity, presenting",VIX_C.htm,VIDLVA,2003-2004
"Left visual acuity, w/ obj. refraction",VIX_C.htm,VIDLOVA,2003-2004
Line read on near card,VIX_C.htm,VIXNC1,2003-2004
"OR left axis, median",VIX_C.htm,VIXOLAM,2003-2004
OR left confidence level reading,VIX_C.htm,VIDOLFM,2003-2004
"OR left cylinder, median",VIX_C.htm,VIXOLCM,2003-2004
"OR left sphere, median",VIX_C.htm,VIXOLSM,2003-2004
"OR right axis, median",VIX_C.htm,VIXORAM,2003-2004
OR right confidence level reading,VIX_C.htm,VIDORFM,2003-2004
"OR right cylinder, median",VIX_C.htm,VIXORCM,2003-2004
"OR right sphere, median",VIX_C.htm,VIXORSM,2003-2004
"Prescription, left axis",VIX_C.htm,VIXPLA,2003-2004
"Prescription, left cylinder",VIX_C.htm,VIXPLC,2003-2004
"Prescription, left sphere",VIX_C.htm,VIXPLS,2003-2004
"Prescription, right axis",VIX_C.htm,VIXPRA,2003-2004
"Prescription, right cylinder",VIX_C.htm,VIXPRC,2003-2004
"Prescription, right sphere",VIX_C.htm,VIXPRS,2003-2004
Respondent sequence number,VIX_C.htm,SEQN,2003-2004
Right keratometry axis (deg),VIX_C.htm,VIXKRCG,2003-2004
Right keratometry axis flat curve (deg),VIX_C.htm,VIXKRG1,2003-2004
Right keratometry axis steep curve (deg),VIX_C.htm,VIXKRG2,2003-2004
Right keratometry cylinder,VIX_C.htm,VIXKRCD,2003-2004
Right keratometry power flat curve (D),VIX_C.htm,VIXKRD1,2003-2004
Right keratometry power steep curve (D),VIX_C.htm,VIXKRD2,2003-2004
"Right keratometry power, average (D)",VIX_C.htm,VIXKRDM,2003-2004
Right keratometry radius flat curve (mm),VIX_C.htm,VIXKRM1,2003-2004
Right keratometry radius steep curve(mm),VIX_C.htm,VIXKRM2,2003-2004
"Right keratometry radius, average (mm)",VIX_C.htm,VIXKRMM,2003-2004
"Right visual acuity, presenting",VIX_C.htm,VIDRVA,2003-2004
"Right visual acuity, w/ obj. refraction",VIX_C.htm,VIDROVA,2003-2004
SP has a severe eye infection?,VIX_C.htm,VIQ110,2003-2004
Testing distance of near card,VIX_C.htm,VIXNC2,2003-2004
Visual Acuity Comments,VIX_C.htm,VIXOCMT,2003-2004
Was prescription obtained?,VIX_C.htm,VIQ250,2003-2004
Which eye has eye patch?,VIX_C.htm,VIQ141,2003-2004
Which eye(s) cataract surgery?,VIX_C.htm,VIQ211,2003-2004
Which eye(s) infected?,VIX_C.htm,VIQ121,2003-2004
Which eye(s) surgery - near-sightedness?,VIX_C.htm,VIQ191,2003-2004
Which type? Glasses or contacts?,VIX_C.htm,VIQ240,2003-2004
Eye surgery for cataracts?,VIX_D.htm,VIQ200,2005-2006
Eye surgery for near sightedness?,VIX_D.htm,VIQ180,2005-2006
Glasses or contacts worn for near test?,VIX_D.htm,VIQ170,2005-2006
Glasses/contact lenses available?,VIX_D.htm,VIQ160,2005-2006
Glasses/contact lenses for near work?,VIX_D.htm,VIQ150,2005-2006
Glasses/contact lenses worn for distance,VIX_D.htm,VIQ220,2005-2006
Is SP wearing an eye patch?,VIX_D.htm,VIQ130,2005-2006
Is distance correction available?,VIX_D.htm,VIQ230,2005-2006
Left keratometry axis (deg),VIX_D.htm,VIXKLCG,2005-2006
Left keratometry axis flat curve (deg),VIX_D.htm,VIXKLG1,2005-2006
Left keratometry axis steep curve (deg),VIX_D.htm,VIXKLG2,2005-2006
Left keratometry cylinder,VIX_D.htm,VIXKLCD,2005-2006
Left keratometry power flat curve (D),VIX_D.htm,VIXKLD1,2005-2006
Left keratometry power steep curve (D),VIX_D.htm,VIXKLD2,2005-2006
"Left keratometry power, average (D)",VIX_D.htm,VIXKLDM,2005-2006
Left keratometry radius flat curve (mm),VIX_D.htm,VIXKLM1,2005-2006
Left keratometry radius steep curve (mm),VIX_D.htm,VIXKLM2,2005-2006
"Left keratometry radius, average (mm)",VIX_D.htm,VIXKLMM,2005-2006
